Airport_IATA,Airport_Name,Country_Code,Country_Name,Latitude,Longitude
YOW,Ottawa,CA,Canada,45.3225,-75.6692
YOY,Valcartier,CA,Canada,46.9031,-71.5039
YPA,Prince Albert Glass Field,CA,Canada,53.2181,-105.6733
YPB,Port Alberni,CA,Canada,49.3222,-124.9314
YPC,Paulatuk,CA,Canada,69.3594,-124.0775
YPD,Parry Sound Area Muni,CA,Canada,45.35,-80.0333
YPE,Peace River,CA,Canada,56.2269,-117.4472
YPF,Esquimalt,CA,Canada,48.4333,-123.4
YPG,Portage La Prairie Southport,CA,Canada,49.9833,-98.3
YPH,Inukjuak,CA,Canada,58.4711,-78.0783
YPI,Port Simpson,CA,Canada,54.55,-130.4167
YPJ,Aupaluk,CA,Canada,59.2953,-69.6006
YPL,Pickle Lake,CA,Canada,51.4464,-90.2142
YPM,Pikangikum,CA,Canada,51.8197,-93.9731
YPN,Port Menier,CA,Canada,49.8364,-64.2894
YPO,Peawanuck,CA,Canada,54.9878,-85.4428
YPP,Pine Point,CA,Canada,61.0167,-114.25
YPQ,Peterborough,CA,Canada,44.3,-78.3167
YPS,Port Hawkesbury,CA,Canada,45.6167,-61.35
YPT,Pender Harbor,CA,Canada,49.6228,-124.0256
YPW,Powell River,CA,Canada,49.8342,-124.5
YPX,Puvirnituq,CA,Canada,60.0489,-77.2858
YPY,Fort Chipewyan Municipal,CA,Canada,58.7683,-111.1158
YPZ,Burns Lake,CA,Canada,54.3767,-125.9511
YQA,Muskoka,CA,Canada,44.9667,-79.3
YQB,Quebec,CA,Canada,46.7911,-71.3933
YQC,Quaqtaq,CA,Canada,61.0467,-69.6181
YQD,The Pas,CA,Canada,53.9714,-101.0911
YQE,Kimberley,CA,Canada,49.6833,-115.9833
YQF,Red Deer Regional,CA,Canada,52.1822,-113.8944
YQG,Windsor,CA,Canada,42.2706,-82.9619
YQH,Watson Lake,CA,Canada,60.1169,-128.825
YQI,Yarmouth,CA,Canada,43.8333,-66.0833
YQJ,Quadra Island April Point Seaplane Base,CA,Canada,50.1031,-125.1997
YQK,Kenora,CA,Canada,49.7883,-94.3631
YQM,Greater Moncton,CA,Canada,46.1069,-64.6925
YQN,Nakina,CA,Canada,50.1828,-86.6964
YQR,Regina,CA,Canada,50.4294,-104.6572
YQS,St Thomas Municipal,CA,Canada,42.7833,-81.2
YQT,Thunder Bay,CA,Canada,48.3719,-89.3239
YQV,Yorkton Municipal,CA,Canada,51.2667,-102.4667
YQW,North Battleford Cameron Mcintosh,CA,Canada,52.7667,-108.25
YQX,Gander International,CA,Canada,48.9478,-54.56
YQY,Sydney,CA,Canada,46.1614,-60.0478
YRA,Rae Lakes,CA,Canada,64.1158,-117.3092
YRB,Resolute Bay,CA,Canada,74.7169,-94.9694
YRC,Refuge Cove Seaplane Base,CA,Canada,50.1239,-124.8394
YRD,Dean River,CA,Canada,52.8167,-126.9667
YRE,Resolution Island,CA,Canada,61.5,-65.0
YRF,Cartwright,CA,Canada,53.6828,-57.0425
YRG,Rigolet,CA,Canada,54.1794,-58.4575
YRI,Riviere Du Loup,CA,Canada,47.7667,-69.5833
YRJ,Roberval,CA,Canada,48.52,-72.2656
YRL,Red Lake,CA,Canada,51.0669,-93.7931
YRM,Rocky Mountain House,CA,Canada,52.3667,-114.9167
YRN,River's Inlet,CA,Canada,51.4667,-127.5833
YRO,Ottawa Rockcliffe Stolport,CA,Canada,45.4833,-75.4833
YRQ,Trois-Rivieres,CA,Canada,46.35,-72.6833
YRR,Stuart Island,CA,Canada,50.4094,-125.1311
YRS,Red Sucker Lake,CA,Canada,54.1678,-93.5569
YRT,Rankin Inlet,CA,Canada,62.8114,-92.1158
YRV,Revelstoke,CA,Canada,50.9833,-118.2
YSA,Sable Island,CA,Canada,43.9167,-59.8333
YSB,Sudbury,CA,Canada,46.625,-80.7989
YSC,Sherbrooke,CA,Canada,45.4333,-71.6833
YSD,Suffield Cfb Heliport,CA,Canada,50.2,-111.1667
YSE,Squamish,CA,Canada,49.7,-123.15
YSF,Stony Rapids,CA,Canada,59.25,-105.8333
YSG,Lutselke Snowdrift,CA,Canada,62.4178,-110.6825
YSH,Smith Falls Montague,CA,Canada,44.9464,-75.9397
YSI,Frying Pan Island San Souci Spb,CA,Canada,45.2667,-80.0
YSJ,St John,CA,Canada,45.3206,-65.8822
YSK,Sanikiluaq,CA,Canada,56.5369,-79.25
YSL,St Leonard,CA,Canada,47.1833,-67.9
YSM,Fort Smith,CA,Canada,60.0203,-111.9619
YSN,Salmon Arm,CA,Canada,50.6833,-119.2333
YSO,Postville,CA,Canada,54.91,-59.7861
YSP,Marathon,CA,Canada,48.75,-86.35
YSR,Nanisivik,CA,Canada,72.9822,-84.6136
YSS,Slate Island,CA,Canada,48.6,-87.0
YST,Ste Therese Point,CA,Canada,53.8458,-94.8514
YYW,Armstrong,CA,Canada,50.2972,-88.9719
YYY,Mont Joli,CA,Canada,48.6086,-68.2081
YYZ,Toronto/Pearson,CA,Canada,43.6772,-79.6306
YZA,Ashcroft,CA,Canada,50.7211,-121.2797
YZC,Beatton River,CA,Canada,56.1667,-120.4167
YZE,Gore Bay Manitoulin,CA,Canada,45.9167,-82.4667
YZG,Salluit,CA,Canada,62.1792,-75.6669
YZH,Slave Lake,CA,Canada,55.2833,-114.7667
YZM,Buchans,CA,Canada,48.8167,-56.8667
YZR,Sarnia,CA,Canada,42.9994,-82.3089
YZS,Coral Harbour,CA,Canada,64.1933,-83.3594
YZT,Port Hardy,CA,Canada,50.6806,-127.3667
YZU,Whitecourt,CA,Canada,54.1444,-115.7889
YZV,Sept-Iles,CA,Canada,50.2233,-66.2656
YZW,Teslin,CA,Canada,60.15,-132.75
YZX,Greenwood,CA,Canada,44.9833,-64.9167
YZZ,Trail,CA,Canada,49.0556,-117.6092
ZAA,Alice Arm,CA,Canada,55.4833,-129.4833
ZAC,York Landing,CA,Canada,56.0897,-96.0894
ZBF,Bathurst,CA,Canada,47.6297,-65.7389
ZBM,Bromont,CA,Canada,45.3167,-72.8333
ZEL,Bella Bella,CA,Canada,52.1847,-128.1567
ZEM,East Main Eastmain,CA,Canada,52.2258,-78.5225
ZFA,Faro,CA,Canada,62.1667,-133.6667
ZFB,Old Fort Bay,CA,Canada,51.5833,-57.9167
ZFD,Fond Du Lac,CA,Canada,59.3353,-107.1844
ZFM,Fort Mcpherson,CA,Canada,67.4075,-134.8606
ZFN,Tulita Fort Norman Tulita,CA,Canada,64.9097,-125.5725
ZFW,Fairview,CA,Canada,56.0667,-118.3833
ZGF,Grand Forks,CA,Canada,49.0333,-118.4667
ZGI,Gods River,CA,Canada,54.8397,-94.0772
ZGR,Little Grand Rapids,CA,Canada,52.0447,-95.4664
ZGS,La Romaine,CA,Canada,50.2597,-60.6747
ZHO,Houston Bus Station,CA,Canada,54.3944,-126.6667
ZHP,High Prairie,CA,Canada,55.4333,-116.4833
ZIF,Ottawa Fallowfield Rail Station,CA,Canada,45.2994,-75.7369
ZJG,Jenpeg,CA,Canada,54.5192,-98.0461
ZJN,Swan River,CA,Canada,52.1,-101.2667
ZKE,Kashechewan,CA,Canada,52.2817,-81.6781
ZKG,Kegaska,CA,Canada,50.1961,-61.2658
ZLT,La Tabatiere,CA,Canada,50.8308,-58.9753
ZMH,One Hundred Eight Mile Ranch,CA,Canada,51.7,-121.4167
ZMT,Masset,CA,Canada,54.0275,-132.1253
ZNA,Nanaimo Harbour,CA,Canada,49.1681,-123.9308
ZNU,Namu,CA,Canada,51.85,-127.8667
ZOF,Ocean Falls,CA,Canada,52.3531,-127.6981
ZPB,Sachigo Lake,CA,Canada,53.8908,-92.1958
ZPO,Pine House Lake,CA,Canada,55.5167,-106.6
ZQS,Queen Charlotte Spb,CA,Canada,53.2525,-132.0742
ZRJ,Round Lake Weagamow Lake,CA,Canada,52.935,-91.3022
ZSJ,Sandy Lake,CA,Canada,53.0644,-93.3464
ZST,Stewart,CA,Canada,55.95,-129.9833
ZSW,Prince Rupert Seal Cove Apt,CA,Canada,54.2861,-130.45
ZTB,Tete-A-La Baleine,CA,Canada,50.6744,-59.3836
ZTM,Shamattawa,CA,Canada,55.8625,-92.0811
ZTS,Tahsis,CA,Canada,49.9167,-126.65
ZUC,Ignace Municipal,CA,Canada,49.5,-91.8333
ZUM,Churchill Falls,CA,Canada,53.5628,-64.1061
ZWL,Wollaston Lake,CA,Canada,58.1072,-103.1728
AKX,Aktobe,KZ,Kazakhstan,50.2458,57.2067
ALA,Almaty,KZ,Kazakhstan,43.3533,77.0422
ATX,Atbasar,KZ,Kazakhstan,51.8833,68.4
AYK,Arkalyk,KZ,Kazakhstan,50.3167,66.9667
BXH,Balhash,KZ,Kazakhstan,46.8919,75.0006
BXJ,Burundai,KZ,Kazakhstan,43.3667,76.8333
BXY,Baykonur Krayniy,KZ,Kazakhstan,45.6219,63.2108
CIT,Shymkent,KZ,Kazakhstan,42.3642,69.4789
DMB,Zhambyl,KZ,Kazakhstan,42.8536,71.3036
DZN,Zhezkazgan,KZ,Kazakhstan,47.71,67.7403
EKB,Ekibastuz,KZ,Kazakhstan,51.5833,75.2167
HRC,Zhayrem Sary Su,KZ,Kazakhstan,48.4667,70.4667
KGF,Karaganda Sary-Arka,KZ,Kazakhstan,49.6708,73.3344
KOV,Kokshetau,KZ,Kazakhstan,53.3292,69.5947
KSN,Kostanay,KZ,Kazakhstan,53.2069,63.5503
KZO,Kzylorda,KZ,Kazakhstan,44.7075,65.5922
NQZ,Nur-Sultan (Astana),KZ,Kazakhstan,51.0231,71.4669
SCO,Aktau,KZ,Kazakhstan,43.86,51.0919
SZI,Zaysan Airport,KZ,Kazakhstan,47.4875,84.8864
TDK,Taldykorgan,KZ,Kazakhstan,45.1228,78.4428
UKK,Ust-Kamenogorsk,KZ,Kazakhstan,50.0367,82.4936
USJ,Usharal,KZ,Kazakhstan,46.1908,80.83
UZR,Urdzhar,KZ,Kazakhstan,47.0897,81.6592
AKY,Sittwe,MM,Myanmar,20.1328,92.8725
BMO,Bhamo,MM,Myanmar,24.2667,97.25
BSX,Pathein,MM,Myanmar,16.8117,94.7728
GAW,Gangaw,MM,Myanmar,22.1667,94.1333
HEB,Hinthada,MM,Myanmar,17.6428,95.4817
HEH,Heho,MM,Myanmar,20.7469,96.7919
HOX,Homalin,MM,Myanmar,24.8986,94.9147
KAW,Kawthaung,MM,Myanmar,10.0492,98.5381
KET,Kengtung,MM,Myanmar,21.3017,99.6361
KHM,Khamti,MM,Myanmar,25.9878,95.6742
KMV,Kalemyo,MM,Myanmar,23.1889,94.0519
KYP,Kyaukpyu,MM,Myanmar,19.4264,93.5347
KYT,Kyauktu,MM,Myanmar,21.4,94.1333
MDL,Mandalay,MM,Myanmar,21.7022,95.9781
MGK,Mong Ton Airport,MM,Myanmar,20.2833,98.9167
MGU,Manaung Airport,MM,Myanmar,18.8464,93.6833
MGZ,Myeik Airport,MM,Myanmar,12.4397,98.6214
MNU,Mawlamyine,MM,Myanmar,16.4447,97.6606
MOE,Momeik,MM,Myanmar,23.1,96.65
MOG,Mong Hsat,MM,Myanmar,20.5183,99.2583
MWQ,Magway,MM,Myanmar,20.1536,94.9686
MYT,Myitkyina,MM,Myanmar,25.3842,97.3539
NMS,Nansang Airport,MM,Myanmar,20.8911,97.735
NMT,Namtu Airport,MM,Myanmar,23.0833,97.4
PAA,Pa-An,MM,Myanmar,16.8939,97.675
PAU,Pauk,MM,Myanmar,21.45,94.5167
PBU,Putao,MM,Myanmar,27.33,97.4264
PKK,Pakokku,MM,Myanmar,21.3333,95.1
PRU,Pyay,MM,Myanmar,18.9333,95.2167
RGN,Yangon,MM,Myanmar,16.9072,96.1333
SNW,Thandwe,MM,Myanmar,18.4608,94.3
SRU,Surbung Airport,MM,Myanmar,22.9392,93.6156
VBA,Ann,MM,Myanmar,19.77,94.0261
VBC,Mandalay Chan Mya Thazi,MM,Myanmar,21.9403,96.0894
VBP,Bokpyin,MM,Myanmar,11.1492,98.7361
XYE,Ye,MM,Myanmar,15.25,97.85
ALD,Alerta,PE,Peru,-11.7,-69.35
AYP,Ayacucho Alfredo M. Duarte,PE,Peru,-13.1547,-74.2044
AYX,Atalaya Gerardo Perez Pine,PE,Peru,-10.7292,-73.7667
BLP,Bellavista Huallaga,PE,Peru,-7.0608,-76.5822
CIX,Chiclayo J. A. Quinones Gonzalez,PE,Peru,-6.7875,-79.8281
CJA,Cajamarca Armando R. Iglesias,PE,Peru,-7.1392,-78.4894
CUZ,Cuzco,PE,Peru,-13.5358,-71.9389
HUU,Huanuco,PE,Peru,-9.88,-76.2072
JJI,Juanjui,PE,Peru,-7.15,-76.7167
JUL,Juliaca Inco Manco Capac Intl,PE,Peru,-15.4672,-70.1581
MBP,Moyobamba,PE,Peru,-5.975,-77.0167
MFT,Machu Picchu,PE,Peru,-13.1167,-72.5667
MZA,Mazamari Manuel Prado,PE,Peru,-11.3256,-74.5356
PCL,Pucallpa D. Abenzur Rengifo Intl,PE,Peru,-8.3781,-74.5742
PIO,Pisco Renan Elias Olivera,PE,Peru,-13.745,-76.2203
PIU,Piura G. Concha Iberico Intl,PE,Peru,-5.2058,-80.6164
PTL,Punta Sal Walter Braedt Segu,PE,Peru,-4.0869,-81.0258
RIJ,Rioja Juan Simons Vela,PE,Peru,-6.05,-77.15
RIM,Rodriguez De Mendoza San Nicolas,PE,Peru,-6.3919,-77.5017
SJA,Sao Jose Do Rio Preto,PE,Peru,-15.35,-75.15
SMG,Santa Maria,PE,Peru,-12.3914,-76.7558
SQU,Saposoa,PE,Peru,-6.95,-76.75
SYC,Shiringayoc Airport,PE,Peru,-12.9,-69.1667
TBP,Tumbes Pedro Canga Rodriguez,PE,Peru,-3.5525,-80.3814
TCQ,Tacna C. Ciriani Santa Rosa,PE,Peru,-18.0533,-70.2758
TDP,Trompeteros,PE,Peru,-3.8075,-75.0478
TPP,Tarapoto G. Del Castillo Paredes,PE,Peru,-6.5086,-76.3733
TRU,Trujillo C. Martinez De Pinillos,PE,Peru,-8.0847,-79.1094
UCZ,Uchiza,PE,Peru,-8.4667,-76.4333
UMI,Quince Mil,PE,Peru,-13.2667,-70.6333
VVN,Malvinas,PE,Peru,-11.8547,-72.9397
YMS,Yurimaguas M. Benzaquen Rengifo,PE,Peru,-5.9,-76.1
ALP,Aleppo International,SY,Syrian Arab Republic,36.1806,37.2244
KAC,Kamishly,SY,Syrian Arab Republic,37.0206,41.1914
QDR,Daraa Off-Line Point,SY,Syrian Arab Republic,32.6167,36.1
QHM,Hama Off-Line Point,SY,Syrian Arab Republic,35.15,36.7333
QHS,Homs Off-Line Point,SY,Syrian Arab Republic,34.7333,36.7167
QSW,As Suwayda Off-Line Pt,SY,Syrian Arab Republic,32.7167,36.55
QTR,Tartus Off-Line Pt,SY,Syrian Arab Republic,34.9167,35.8667
SOR,Al Thaurah,SY,Syrian Arab Republic,34.4,40.1667
ALV,Andorra La Vella Off-Line Point,AD,Andorra,42.5167,1.5333
AME,Alto Molocue,MZ,Mozambique,-15.65,37.6833
BCW,Benguerra Island,MZ,Mozambique,-21.8847,35.425
BEW,Beira,MZ,Mozambique,-19.7964,34.9075
BJN,Bajone,MZ,Mozambique,-17.1833,37.95
BZB,Bazaruto Island,MZ,Mozambique,-21.5347,35.4917
CMZ,Caia,MZ,Mozambique,-17.8333,35.35
FXO,Cuamba,MZ,Mozambique,-14.8153,36.5306
MFW,Magaruque Island Airport,MZ,Mozambique,-21.9722,35.5917
MJS,Maganja Da Costa Airport,MZ,Mozambique,-17.6833,37.5
MMW,Moma,MZ,Mozambique,-16.75,39.2167
MPM,Maputo,MZ,Mozambique,-25.9208,32.5725
MTU,Montepuez,MZ,Mozambique,-13.1278,39.0028
MUD,Mueda,MZ,Mozambique,-11.65,39.55
MZB,Mocimboa Da Praia,MZ,Mozambique,-11.36,40.3558
NND,Nangade Airport,MZ,Mozambique,-11.0833,39.6
NTC,Santa Carolina,MZ,Mozambique,-21.6667,35.5
PDD,Ponta Do Ouro,MZ,Mozambique,-26.8333,32.8333
PEB,Pebane,MZ,Mozambique,-17.25,38.1833
TET,Tete,MZ,Mozambique,-16.1047,33.6403
UEL,Quelimane Airport,MZ,Mozambique,-17.8556,36.8692
VJB,Xai-Xai,MZ,Mozambique,-25.0333,33.6167
VJQ,Gurue,MZ,Mozambique,-15.5,37.0167
VNX,Vilanculos,MZ,Mozambique,-22.0183,35.3133
VPY,Chimoio,MZ,Mozambique,-19.1514,33.4289
VXC,Lichinga,MZ,Mozambique,-13.2739,35.2664
AMS,?????????,NL,Netherlands,52.3081,4.7642
DJK,Amsterdam Sloterdijk Bus Station,NL,Netherlands,52.3892,4.8383
EIN,Eindhoven,NL,Netherlands,51.45,5.3744
ENS,Enschede Twenthe,NL,Netherlands,52.275,6.8864
EWS,Ede Wageningen Rail Stn,NL,Netherlands,52.0281,5.6717
GLZ,Breda Gilze-Rijen Ab,NL,Netherlands,51.5681,4.9331
GRQ,Groningen,NL,Netherlands,53.125,6.5833
LWR,Leeuwarden Air Base,NL,Netherlands,53.2264,5.7533
MST,Maastricht,NL,Netherlands,50.9158,5.7769
OIL,Den Haag Oil Platform De Ruyter P11b,NL,Netherlands,52.36,3.3419
QRH,Rotterdam Centraal Rail Station,NL,Netherlands,51.9242,4.4703
QRZ,Breda Rail Station,NL,Netherlands,51.5956,4.78
RTM,Rotterdam,NL,Netherlands,51.9531,4.4308
UDE,Uden Volkel Ab,NL,Netherlands,51.6608,5.7092
UTC,Utrecht Soesterberg Apt,NL,Netherlands,52.1283,5.2769
VSN,Venlo Railway Station,NL,Netherlands,51.3631,6.1731
ANA,Maasai Mara Angama Mara,KE,Kenya,-1.2717,34.9553
ASV,Amboseli,KE,Kenya,-2.645,37.2528
BMQ,Bamburi,KE,Kenya,-3.95,39.7333
EDL,Eldoret International,KE,Kenya,0.4047,35.2389
EYS,Eliye Springs,KE,Kenya,3.25,35.9667
FER,Fergusons Gulf,KE,Kenya,3.4833,35.8333
GAS,Garissa Gassim,KE,Kenya,-0.4636,39.6483
GGM,Kakamega,KE,Kenya,0.2714,34.7875
HKR,Maasai Mara Mara North,KE,Kenya,-1.1456,35.1247
HOA,Hola,KE,Kenya,-1.4833,40.0333
JJM,Meru-Kinna Mulika Lodge,KE,Kenya,0.2281,38.1722
KEU,Maasai Mara Keekorok,KE,Kenya,-1.5867,35.2586
KEY,Kericho,KE,Kenya,-0.4167,35.25
KIS,Kisumu,KE,Kenya,-0.0856,34.7297
KIU,Kiunga,KE,Kenya,-1.75,41.4833
KLK,Kalokol Fergusons Gulf,KE,Kenya,3.5167,35.8333
KTJ,Maasai Mara Kichwa Tembo,KE,Kenya,-1.2636,35.0278
KTL,Kitale,KE,Kenya,0.9733,34.9597
KWY,Kiwayu,KE,Kenya,-2.0167,41.2667
LAU,Lamu Manda,KE,Kenya,-2.2525,40.9131
MBA,Mombasa,KE,Kenya,-4.0281,39.5997
MDR,Maasai Mara Musiara,KE,Kenya,-1.2989,35.0642
MRE,Maasai Mara Mara Serena,KE,Kenya,-1.4044,35.0094
MYD,Malindi,KE,Kenya,-3.2292,40.1017
NBO,Nairobi,KE,Kenya,-1.3192,36.9278
NDE,Mandera,KE,Kenya,3.9342,41.8444
OLG,Maasai Mara Olare,KE,Kenya,-1.3244,35.2475
OLX,Maasai Mara Olkiombo,KE,Kenya,-1.4089,35.1106
OSJ,Maasai Mara Ol Seki,KE,Kenya,-1.3786,35.3783
OYL,Moyale,KE,Kenya,3.4694,39.1019
UKA,Ukunda Diani,KE,Kenya,-4.2967,39.5714
VPG,Vipingo,KE,Kenya,-3.8428,39.805
WIL,Nairobi Wilson Apt,KE,Kenya,-1.3217,36.8147
ANF,Antofagasta,CL,Chile,-23.4444,-70.445
CCP,Concepcion,CL,Chile,-36.7728,-73.0631
CJC,Calama,CL,Chile,-22.4981,-68.9081
CNR,Chanaral,CL,Chile,-26.3167,-70.6167
COW,Coquimbo Tambillos,CL,Chile,-30.1992,-71.2325
CPO,Copiapo,CL,Chile,-27.2617,-70.7792
CPP,Pica Coposa,CL,Chile,-20.7519,-68.6825
DPB,Cameron Pampa Guanaco,CL,Chile,-54.05,-68.8094
ESR,El Salvador Ricardo Garcia Posada,CL,Chile,-26.3083,-69.7517
FFU,Futaleufu,CL,Chile,-43.2,-71.8167
FRT,Frutillar,CL,Chile,-41.125,-73.0653
KNA,Vina Del Mar,CL,Chile,-32.9497,-71.4789
MHC,Castro Mocopulli,CL,Chile,-42.3433,-73.7161
OVL,Ovalle El Tuqui,CL,Chile,-30.4,-71.2
QOV,Comuna Providencia Off-Line Pt,CL,Chile,-33.4333,-70.6167
QRC,Rancagua Off-Line Pt,CL,Chile,-34.1667,-70.75
QTN,San Antonio Off-Line Pt,CL,Chile,-33.5833,-71.6333
QUI,Chuquicamata Off-Line Pt,CL,Chile,-22.3167,-68.9333
SCL,Santiago de Chile,CL,Chile,-33.3931,-70.7858
SMB,Cerro Sombrero Franco Bianco,CL,Chile,-52.6667,-69.2667
TLX,Talca Panguilemo,CL,Chile,-35.4333,-71.6667
TOQ,Tocopilla Barriles,CL,Chile,-22.15,-70.1
TTC,Taltal Las Breas,CL,Chile,-25.5667,-70.3833
ULC,Santiago Los Cerrillos Apt,CL,Chile,-33.4833,-70.7
VAP,Valparaiso Rodelillo,CL,Chile,-33.05,-71.4167
VLR,Vallenar,CL,Chile,-28.6,-70.7667
WAP,Alto Palena,CL,Chile,-43.6333,-71.8167
WCA,Castro Gamboa,CL,Chile,-42.5,-73.75
WCH,Nuevo Chaiten,CL,Chile,-42.7819,-72.835
YAI,Chillan General B. O'higgins,CL,Chile,-36.5667,-72.0333
ZAL,Valdivia,CL,Chile,-39.6494,-73.0864
ZCO,Temuco,CL,Chile,-38.9269,-72.6469
ZCQ,Curico Off-Line Point,CL,Chile,-35.0,-71.25
ZIC,Victoria,CL,Chile,-38.2167,-72.3333
ZLR,Linares Off-Line Point,CL,Chile,-35.7833,-71.6667
ZOS,Osorno,CL,Chile,-40.6114,-73.0606
ZPC,Pucon,CL,Chile,-39.2914,-71.9208
ZUD,Ancud Pupelde,CL,Chile,-41.9,-73.8
ZVC,Villarrica Bus Station,CL,Chile,-39.3172,-72.2289
ANJ,Zanaga,CG,Congo,-2.85,13.8333
BOE,Boundji,CG,Congo,-1.0333,15.3833
BTB,Betou,CG,Congo,3.05,18.5167
BZV,Brazzaville,CG,Congo,-4.2517,15.2531
DIS,Dolisie,CG,Congo,-4.2058,12.6594
DJM,Djambala,CG,Congo,-2.5333,14.75
EPN,Epena,CG,Congo,1.3667,17.4833
EWO,Ewo,CG,Congo,-0.8833,14.8
FTX,Owando,CG,Congo,-0.5314,15.9503
GMM,Gamboma,CG,Congo,-1.9333,15.8667
KEE,Kelle,CG,Congo,-0.1,14.55
KMK,Makabana,CG,Congo,-3.4814,12.5967
KNJ,Kindamba,CG,Congo,-3.7333,14.2167
MKJ,Makoua Airport,CG,Congo,-0.0167,15.5833
MSX,Mossendjo,CG,Congo,-2.95,12.7
MUY,Mouyondzi,CG,Congo,-3.9833,13.9194
NKY,N'kayi Yokangassi,CG,Congo,-4.2228,13.2867
OKG,Okoyo,CG,Congo,-1.4667,15.0667
OLL,Oyo Ollombo,CG,Congo,-1.2258,15.9103
OUE,Ouesso,CG,Congo,1.6167,16.0333
SIB,Sibiti,CG,Congo,-3.7333,13.4
SOE,Souanke,CG,Congo,2.0833,14.05
ANL,Andulo,AO,Angola,-11.5,16.75
AZZ,Ambriz,AO,Angola,-7.8833,13.15
BUG,Benguela Airport,AO,Angola,-12.6067,13.4042
CAB,Cabinda,AO,Angola,-5.5972,12.1881
CAV,Cazombo,AO,Angola,-11.8833,22.9333
CBT,Catumbela,AO,Angola,-12.4814,13.4869
CEO,Wacu-Kungo,AO,Angola,-11.45,15.0833
CNZ,Cangamba,AO,Angola,-13.6833,19.8833
CTI,Cuito Cuanavale,AO,Angola,-15.1667,19.1667
CTV,Saurimo Catoca,AO,Angola,-9.4325,20.3119
DRC,Dirico,AO,Angola,-17.9667,20.7833
DUE,Dundo,AO,Angola,-7.4006,20.8189
GGC,Lumbala N' Guimbo,AO,Angola,-14.1167,21.4333
JMB,Jamba,AO,Angola,-14.7003,16.0833
KNP,Capanda,AO,Angola,-9.7669,15.4503
LAD,Luanda,AO,Angola,-8.8583,13.2311
LZM,Luzamba,AO,Angola,-9.05,18.0833
MEG,Malange,AO,Angola,-9.5253,16.3131
MSZ,Namibe Yuri Gagarin,AO,Angola,-15.2617,12.1472
NDD,Sumbe,AO,Angola,-11.1667,13.8667
NDF,N'dalatando,AO,Angola,-9.3333,14.8333
NGV,Ngiva,AO,Angola,-17.05,15.7
NOV,Huambo Albano Machado,AO,Angola,-12.8092,15.7608
NRQ,N'riquinha,AO,Angola,-15.7833,21.4667
PBN,Porto Amboim,AO,Angola,-10.7167,13.75
SDD,Lubango Mukanka,AO,Angola,-14.9247,13.575
SPP,Menongue,AO,Angola,-14.6586,17.7214
SSY,M'banza Congo Airport,AO,Angola,-6.2697,14.2472
SVP,Kuito Airport,AO,Angola,-12.4044,16.9483
SZA,Soyo Airport,AO,Angola,-6.1411,12.3725
UGO,Uige Airport,AO,Angola,-7.6014,15.0281
VHC,Saurimo,AO,Angola,-9.6892,20.4317
VPE,Ondjiva,AO,Angola,-17.0439,15.6847
XGN,Xangongo,AO,Angola,-16.75,14.9672
ASI,Ascension Island Raf Station,SH,Saint Helena,-7.9667,-14.4
HLE,Jamestown Saint Helena,SH,Saint Helena,-15.9581,-5.645
ASM,Asmara,ER,Eritrea,15.2919,38.9106
MSW,Massawa International,ER,Eritrea,15.67,39.37
TES,Teseney,ER,Eritrea,15.1167,36.6833
ATC,Arthur's Town,BS,Bahamas,24.6294,-75.6739
AXP,Spring Point,BS,Bahamas,22.4419,-73.9708
BIM,South Bimini,BS,Bahamas,25.7,-79.2647
CCZ,Chub Cay International,BS,Bahamas,25.4172,-77.8808
COX,Congo Town,BS,Bahamas,24.15,-77.5861
CRI,Crooked Island Colonel Hill,BS,Bahamas,22.7456,-74.1822
CXY,Cat Cay,BS,Bahamas,25.555,-79.2756
ELH,North Eleuthera,BS,Bahamas,25.475,-76.6836
FPO,Freeport,BS,Bahamas,26.5586,-78.6956
GGT,George Town,BS,Bahamas,23.5625,-75.8781
GHB,Governors Harbour,BS,Bahamas,25.2847,-76.3311
GHC,Great Harbour Cay Municipal,BS,Bahamas,25.7503,-77.85
MAY,Mangrove Cay Clarence A. Bain,BS,Bahamas,24.2881,-77.6817
MHH,Marsh Harbour,BS,Bahamas,26.5114,-77.0836
MYG,Mayaguana,BS,Bahamas,22.3794,-73.0136
NAS,Nassau,BS,Bahamas,25.0389,-77.4661
NMC,Norman's Cay Airport,BS,Bahamas,24.5833,-76.8333
NSB,Bimini North Spb,BS,Bahamas,25.775,-79.25
PID,Nassau Paradise Island,BS,Bahamas,25.0333,-77.4667
SAQ,San Andros,BS,Bahamas,25.0539,-78.0489
SML,Stella Maris,BS,Bahamas,23.5831,-75.2686
TBI,The Bight New Bight,BS,Bahamas,24.3156,-75.4536
TCB,Treasure Cay,BS,Bahamas,26.7453,-77.3914
TCV,Torch Cay,BS,Bahamas,23.3972,-75.4969
ZSA,San Salvador Cockburn Town,BS,Bahamas,24.0633,-74.5239
ATF,Ambato Chachoan,EC,Ecuador,-1.2,-78.5667
BHA,Bahia De Caraquez Los Perales,EC,Ecuador,-0.5833,-80.4
CUE,Cuenca Mariscal Lamar Intl,EC,Ecuador,-2.8894,-78.9844
ESM,Esmeraldas C Concha Torres Intl,EC,Ecuador,0.9786,-79.6267
ETR,Santa Rosa Intl,EC,Ecuador,-3.4353,-79.9781
GPS,Baltra Island Seymour,EC,Ecuador,-0.4539,-90.2658
