Airport_IATA,Airport_Name,Country_Code,Country_Name,Latitude,Longitude
ENW,Kenosha Regional,US,United States Of America,42.5958,-87.9278
EOK,Keokuk Municipal,US,United States Of America,40.4667,-91.4333
EOS,Neosho Hugh Robinson,US,United States Of America,36.8667,-94.3667
EPG,Weeping Water Browns,US,United States Of America,40.8667,-96.1333
EPH,Ephrata Municipal,US,United States Of America,47.3,-119.5167
ERI,Erie,US,United States Of America,42.0819,-80.1761
ERO,Eldred Rock Coast Guard Heliport,US,United States Of America,58.9667,-135.2167
ERR,Errol,US,United States Of America,44.7925,-71.1647
ERV,Kerrville Municipal,US,United States Of America,29.9833,-99.0833
ESC,Escanaba,US,United States Of America,45.7206,-87.0958
ESD,Eastsound Orcas Island,US,United States Of America,48.7075,-122.9108
ESF,Alexandria Esler Regional Apt,US,United States Of America,31.4,-92.3
ESN,Easton Newnam Field,US,United States Of America,38.8019,-76.0686
ESO,Espanola Ohkay Owingeh,US,United States Of America,36.1,-106.0333
ESP,East Stroudsburg Stroudsburg-Pocono,US,United States Of America,41.0,-75.1833
EST,Estherville Municipal,US,United States Of America,43.4,-94.8333
ESW,Easton,US,United States Of America,47.2333,-121.1833
ETB,West Bend Municipal,US,United States Of America,43.4167,-88.1833
ETN,Eastland Municipal,US,United States Of America,32.4167,-98.8
ETS,Enterprise Municipal,US,United States Of America,31.3167,-85.85
EUE,Eureka,US,United States Of America,39.5167,-115.9667
EUF,Eufaula Weedon Field,US,United States Of America,31.95,-85.1333
EUG,Eugene,US,United States Of America,44.1247,-123.2119
EVA,Evadale Ben Bruce Mem. Airpark,US,United States Of America,30.35,-94.0667
EVM,Eveleth-Virginia Municipal,US,United States Of America,47.4333,-92.5
EVV,Evansville,US,United States Of America,38.0369,-87.5325
EVW,Evanston Uinta County,US,United States Of America,41.35,-111.0167
EWB,New Bedford,US,United States Of America,41.6761,-70.9569
EWD,Wildman Lake,US,United States Of America,56.4564,-159.7622
EWK,Newton City-County,US,United States Of America,38.05,-97.35
EWN,New Bern,US,United States Of America,35.0731,-77.0431
EWR,New York Newark,US,United States Of America,40.6925,-74.1686
EXI,Excursion Inlet,US,United States Of America,58.4197,-135.4481
EYR,Yerington Municipal,US,United States Of America,39.0039,-119.1578
EYW,Key West,US,United States Of America,24.5561,-81.7594
FAF,Fort Eustis Felker Aaf.,US,United States Of America,37.15,-76.5833
FAI,Fairbanks,US,United States Of America,64.815,-147.8564
FAK,False Island Sea Plane Base,US,United States Of America,57.5306,-135.2167
FAL,Roma Falcon State,US,United States Of America,26.5861,-99.1375
FAM,Farmington Municipal,US,United States Of America,37.7611,-90.4286
FAR,Fargo,US,United States Of America,46.9206,-96.8158
FAT,Fresno Yosemite,US,United States Of America,36.7761,-119.7181
FAY,Fayetteville,US,United States Of America,34.99,-78.8831
FBG,Fort Bragg Simmons Aaf,US,United States Of America,35.15,-78.9833
FBK,Fairbanks Ladd Aaf,US,United States Of America,64.8167,-147.8667
FBL,Faribault,US,United States Of America,44.3333,-93.3167
FBR,Fort Bridger,US,United States Of America,41.3167,-110.3833
FBS,Friday Harbor Spb,US,United States Of America,48.54,-123.0161
FBT,Fort Lauderdale Bl,US,United States Of America,26.1236,-80.1461
FBY,Fairbury Municipal,US,United States Of America,40.1333,-97.1833
FCA,Kalispell,US,United States Of America,48.3106,-114.2561
FCH,Fresno Chandler Executive Apt,US,United States Of America,36.7331,-119.8206
FCM,Minneapolis/St Paul Flying Cloud Apt,US,United States Of America,44.8278,-93.46
FCS,Colorado Fort Carson/Butts Aaf,US,United States Of America,38.8194,-104.7167
FCT,Yakima Vagabond Ahp,US,United States Of America,46.5694,-120.5361
FCY,Forrest City Municipal,US,United States Of America,34.95,-90.7667
FDK,Frederick,US,United States Of America,39.4167,-77.4167
FDR,Frederick Regional,US,United States Of America,34.35,-98.9833
FDY,Findlay,US,United States Of America,41.0167,-83.6667
FEP,Freeport Albertus,US,United States Of America,42.2667,-89.5833
FET,Fremont Municipal,US,United States Of America,41.4333,-96.5
FEW,Cheyenne Warren Afb H/P,US,United States Of America,41.15,-104.8167
FFA,Kill Devil First Flight,US,United States Of America,36.0167,-75.6667
FFL,Fairfield Municipal,US,United States Of America,40.9333,-91.95
FFM,Fergus Falls Municipal,US,United States Of America,46.2833,-96.1667
FFO,Dayton Wright-Patterson Afb,US,United States Of America,39.9,-84.2167
FFT,Frankfort Capitol City,US,United States Of America,38.1833,-84.9
FIC,Fire Cove,US,United States Of America,55.7778,-131.5375
FID,Fishers Island Elizabeth Field,US,United States Of America,41.2522,-72.0322
FIL,Fillmore Municipal,US,United States Of America,38.9667,-112.3333
FIV,Five Finger Coast Guard Heliport,US,United States Of America,57.2667,-133.6333
FKL,Franklin Venango Regional,US,United States Of America,41.3792,-79.86
FKN,Franklin Municipal-John B. Rose,US,United States Of America,36.6833,-76.9167
FLD,Fond Du Lac County,US,United States Of America,43.7692,-88.4864
FLE,Petersburg Fort Lee Aaf,US,United States Of America,37.2167,-77.4
FLG,Grand Canyon Pulliam Field,US,United States Of America,35.1383,-111.6711
FLJ,Falls Bay,US,United States Of America,60.0325,-148.0083
FLL,Fort Lauderdale,US,United States Of America,26.0725,-80.1528
FLO,Florence,US,United States Of America,34.1875,-79.7247
FLP,Flippin Marion County Regional,US,United States Of America,36.3,-92.5833
FLT,Flat Municipal,US,United States Of America,62.45,-158.0
FLU,New York Flushing Airport,US,United States Of America,40.7833,-73.8333
FLV,Fort Leavenworth Sherman Aaf,US,United States Of America,39.3167,-94.9167
FLX,Fallon Municipal Apt,US,United States Of America,39.4667,-118.7694
FMC,Five Mile,US,United States Of America,65.9167,-149.8333
FME,Fort Meade/Odenton Tipton,US,United States Of America,39.0856,-76.7594
FMH,Falmouth Cape Cod Coast Guard,US,United States Of America,41.5667,-70.6333
FMN,Farmington,US,United States Of America,36.7414,-108.2311
FMS,Fort Madison Municipal,US,United States Of America,40.65,-91.3167
FMU,Florence Municipal,US,United States Of America,43.9828,-124.1111
FMY,Fort Myers,US,United States Of America,26.5833,-81.8667
FNK,Fin Creek,US,United States Of America,69.5,-147.5833
FNL,Northern Colorado Regional,US,United States Of America,40.4517,-105.0117
FNR,Funter Bay,US,United States Of America,58.2333,-134.9167
FNT,Flint,US,United States Of America,42.9656,-83.7436
FOB,Fort Bragg,US,United States Of America,39.4333,-123.8
FOD,Fort Dodge Regional,US,United States Of America,42.5511,-94.1919
FOE,Topeka Forbes Afb,US,United States Of America,38.9508,-95.6636
FOK,Westhampton Beach Francis S. Gabreski,US,United States Of America,40.8419,-72.6325
FOP,Forest Park Morris Aaf,US,United States Of America,33.6167,-84.3667
FOX,Fox,US,United States Of America,64.85,-147.7667
FPR,Fort Pierce St Lucie County Intl,US,United States Of America,27.4833,-80.3667
FPY,Perry-Foley,US,United States Of America,30.1167,-83.5833
FRD,Friday Harbor,US,United States Of America,48.5256,-123.0261
FRG,Farmingdale Republic,US,United States Of America,40.7294,-73.4144
FRH,French Lick Municipal,US,United States Of America,38.55,-86.6167
FRI,Fort Riley Marshall Aaf,US,United States Of America,39.0667,-96.7833
FRM,Fairmont Municipal,US,United States Of America,43.65,-94.4167
FRN,Anchorage Bryant Aaf,US,United States Of America,61.25,-149.6833
FRP,Fresh Water Bay,US,United States Of America,57.8458,-135.025
FRR,Front Royal Warren County,US,United States Of America,38.9181,-78.2569
FRY,Fryeburg Eastern Slopes Regional,US,United States Of America,43.9908,-70.9475
FSD,Sioux Falls,US,United States Of America,43.5819,-96.7419
FSI,Lawton/Fort Sill Henry Post Army Air Fi,US,United States Of America,34.6667,-98.4167
FSK,Fort Scott,US,United States Of America,37.8,-94.7667
FSM,Fort Smith,US,United States Of America,35.3367,-94.3675
FSN,Fort Sheridan Haley Army Air Field,US,United States Of America,42.2167,-87.8
FST,Fort Stockton Pecos County,US,United States Of America,30.9167,-102.9167
FSU,Fort Sumner Municipal,US,United States Of America,34.4667,-104.25
FTK,Fort Knox Godman Army Air Field,US,United States Of America,37.9,-85.95
FTL,Fortuna Ledge,US,United States Of America,61.8667,-162.0333
FTW,Fort Worth Meacham Intl,US,United States Of America,32.82,-97.3594
FTY,Atlanta Fulton County Apt,US,United States Of America,33.7783,-84.5269
FUL,Fullerton Municipal,US,United States Of America,33.8722,-117.9797
FWA,Fort Wayne,US,United States Of America,40.9831,-85.1897
FWH,Fort Worth Nas Jrb,US,United States Of America,32.9,-97.0333
FWL,Farewell,US,United States Of America,62.5167,-153.9
FXE,Fort Lauderdale Executive Apt,US,United States Of America,26.1961,-80.1697
FXM,Flaxman Island Air Force Station,US,United States Of America,70.2167,-146.0
FXY,Forest City Municipal,US,United States Of America,43.2667,-93.65
FYM,Fayetteville Municipal,US,United States Of America,35.15,-86.5833
FYU,Fort Yukon,US,United States Of America,66.5714,-145.2506
FYV,Fayetteville,US,United States Of America,36.0056,-94.1703
GAB,Gabbs,US,United States Of America,38.8667,-117.9167
GAD,Gadsden Northeast Alabama Regional,US,United States Of America,33.9667,-86.0833
GAG,Gage,US,United States Of America,36.3167,-99.75
GAI,Gaithersburg Montgomery Co Airpark,US,United States Of America,39.1683,-77.1661
GAK,Gakona,US,United States Of America,62.3,-145.3
GAL,Galena,US,United States Of America,64.7361,-156.9375
GAM,Gambell,US,United States Of America,63.7667,-171.7328
GBD,Great Bend Municipal,US,United States Of America,38.35,-98.8667
GBG,Galesburg Municipal,US,United States Of America,40.9333,-90.4333
GBH,Galbraith Ice Landing,US,United States Of America,68.4667,-149.4833
GBO,Baltimore Greenbelt Rail Station,US,United States Of America,39.1861,-76.6833
GBR,Great Barrington Walter J Koladza,US,United States Of America,42.2,-73.3667
GCC,Gillette,US,United States Of America,44.3475,-105.5417
GCD,Electric City Grand Coulee Dam,US,United States Of America,47.9236,-119.0806
GCK,Garden City,US,United States Of America,37.9275,-100.7244
GCN,Grand Canyon National Park,US,United States Of America,35.9525,-112.1469
GCT,Grand Canyon Bar Ten Ranch,US,United States Of America,36.2581,-113.2311
GCW,Grand Canyon West,US,United States Of America,35.9903,-113.8164
GCY,Greeneville Greene County Municipal,US,United States Of America,36.1833,-82.8167
GDC,Greenville/Spartanburg Donaldson Fld,US,United States Of America,34.8481,-82.3486
GDH,Golden Horn Lodge Spb,US,United States Of America,59.7167,-158.1667
GDM,Gardner Municipal,US,United States Of America,42.5667,-72.0
GDV,Glendive Hilger Field,US,United States Of America,47.1406,-104.8094
GDW,Gladwin Zettel Memorial,US,United States Of America,43.9833,-84.4833
GED,Georgetown Sussex County,US,United States Of America,38.6833,-75.3667
GEG,Spokane,US,United States Of America,47.6172,-117.54
GEK,Ganes Creek,US,United States Of America,62.9833,-156.5
GEY,Greybull South Big Horn,US,United States Of America,44.5167,-108.0833
GFA,Great Falls Malmstrom Afb Heliport,US,United States Of America,47.5,-111.1667
GFB,Togiak Fish,US,United States Of America,59.05,-160.2944
GFD,Greenfield,US,United States Of America,39.7833,-85.7667
GFK,Grand Forks,US,United States Of America,47.9492,-97.1761
GFL,Glens Falls Floyd Bennett Memorial,US,United States Of America,43.3389,-73.6089
GGE,Georgetown County,US,United States Of America,33.3167,-79.3167
GGG,Longview,US,United States Of America,32.3839,-94.7114
GGW,Glasgow City County,US,United States Of America,48.2125,-106.6147
GHM,Centerville Municipal,US,United States Of America,35.7833,-87.4667
GIF,Winter Haven's Gilbert,US,United States Of America,28.0667,-81.75
GJT,Grand Junction,US,United States Of America,39.1233,-108.5258
GKN,Gulkana,US,United States Of America,62.1567,-145.4547
GKT,Sevierville Gatlinburg,US,United States Of America,35.85,-83.5167
GLB,Globe San Carlos Apache,US,United States Of America,33.3531,-110.6672
GLD,Goodland Renner Field,US,United States Of America,39.3667,-101.7
GLE,Gainesville Municipal,US,United States Of America,33.6167,-97.1167
GLH,Greenville Mid-Delta,US,United States Of America,33.4772,-90.985
GLQ,Glenallen,US,United States Of America,62.1167,-145.55
GLR,Gaylord Regional,US,United States Of America,45.0167,-84.7
GLS,Galveston Scholes Intl,US,United States Of America,29.2667,-94.8667
GLV,Golovin,US,United States Of America,64.5481,-163.0119
GLW,Glasgow Municipal,US,United States Of America,37.0333,-85.95
GMT,Granite Mountain Air Station,US,United States Of America,65.4,-161.2833
GMU,Greenville/Spartanburg Downtown Apt,US,United States Of America,34.8694,-82.4167
GMV,Monument Valley,US,United States Of America,37.0,-110.2
GNF,Quincy Gansner Field,US,United States Of America,39.9439,-120.9453
GNG,Gooding Municipal,US,United States Of America,42.9167,-114.7833
GNT,Grants-Milan Municipal,US,United States Of America,35.15,-107.8667
GNU,Goodnews Bay,US,United States Of America,59.1178,-161.5761
GNV,Gainesville,US,United States Of America,29.69,-82.2717
GOF,San Angelo Goodfellow Afb,US,United States Of America,31.4167,-100.4
GOK,Guthrie-Edmond Rgnl,US,United States Of America,35.8833,-97.4167
GOL,Gold Beach Municipal,US,United States Of America,42.4167,-124.4167
GON,Groton/New London,US,United States Of America,41.3297,-72.0439
GPT,Gulfport/Biloxi,US,United States Of America,30.4072,-89.07
GPZ,Grand Rapids Itasca County,US,United States Of America,47.2086,-93.5111
GQQ,Galion Municipal,US,United States Of America,40.7333,-82.8
GRB,Green Bay,US,United States Of America,44.4856,-88.1339
GRD,Greenwood County,US,United States Of America,34.25,-82.15
GRE,Greenville,US,United States Of America,38.8833,-89.4167
GRF,Tacoma Gray Aaf,US,United States Of America,47.0786,-122.5806
GRI,Grand Island,US,United States Of America,40.9675,-98.3097
GRK,Killeen Gray,US,United States Of America,31.0672,-97.8289
GRM,Grand Marais Cook County,US,United States Of America,47.75,-91.3333
GRN,Gordon Municipal,US,United States Of America,42.8,-102.2
GRR,Grand Rapids,US,United States Of America,42.8808,-85.5228
GSB,Goldsboro Seymour Johnson,US,United States Of America,35.4667,-77.9667
GSH,Goshen Municipal,US,United States Of America,41.5264,-85.7942
GSO,Greensboro/High Point,US,United States Of America,36.0978,-79.9372
GSP,Greenville/Spartanburg,US,United States Of America,34.8956,-82.2189
GST,Gustavus,US,United States Of America,58.4253,-135.7075
GTF,Great Falls,US,United States Of America,47.4819,-111.3706
GTG,Grantsburg Municipal,US,United States Of America,45.7833,-92.6833
GTP,Grants Pass,US,United States Of America,42.51,-123.3878
GTY,Gettysburg Regional,US,United States Of America,39.8444,-77.2717
GUC,Gunnison,US,United States Of America,38.5356,-106.9331
GUF,Gulf Shores Jack Edwards,US,United States Of America,30.1667,-87.5833
GUN,Montgomery Gunter Afb,US,United States Of America,32.3028,-86.4028
HBO,Humboldt Municipal,US,United States Of America,40.1667,-95.95
HBR,Hobart Regional,US,United States Of America,34.9914,-99.0547
HCA,Big Spring Mcmahon-Wrinkle,US,United States Of America,32.3,-101.4333
HCB,Shoal Cove,US,United States Of America,55.4583,-131.2833
HCC,Hudson Columbia County,US,United States Of America,42.2944,-73.7111
HCR,Holy Cross,US,United States Of America,62.1903,-159.7725
HCW,Cheraw Municipal,US,United States Of America,34.7,-79.8833
HDA,Hidden Falls,US,United States Of America,57.0667,-134.9833
HDE,Holdrege Brewster Field,US,United States Of America,40.4333,-99.3667
HDH,Mokuleia Dillingham,US,United States Of America,21.5797,-158.1972
HDN,Hayden Yampa Valley,US,United States Of America,40.4833,-107.2236
HED,Herendeen Bay,US,United States Of America,55.8,-160.9
HEE,Helena-West Helena Thompson-Robbins,US,United States Of America,34.5833,-90.6667
HES,Hermiston Municipal,US,United States Of America,45.85,-119.2833
HEY,Fort Rucker/Ozark Hanchey Ahp,US,United States Of America,31.4361,-85.6167
HEZ,Natchez Adams County,US,United States Of America,31.6167,-91.3
HFD,Hartford Brainard,US,United States Of America,41.7372,-72.6486
HFF,Camp Mackall Mackall Army Air Field,US,United States Of America,35.0333,-79.5667
HGR,Hagerstown,US,United States Of America,39.7081,-77.7294
HGT,Fort Hunter Liggett Tusi Ahp,US,United States Of America,35.9833,-121.1667
HGZ,Hogatza Hog River,US,United States Of America,66.1833,-155.6667
HHH,Hilton Head Island,US,United States Of America,32.2222,-80.6989
HHI,Wahiawa Wheeler Aaf,US,United States Of America,21.5,-158.0167
HHR,Hawthorne Municipal,US,United States Of America,33.9228,-118.3347
HIB,Hibbing/Chisholm,US,United States Of America,47.3867,-92.8389
HIE,Whitefield Mount Washington Regional,US,United States Of America,44.3667,-71.55
HIF,Ogden Hill Afb,US,United States Of America,41.2028,-112.0194
HII,Lake Havasu City,US,United States Of America,34.5683,-114.3553
HIK,Honolulu Hickam Afb,US,United States Of America,21.3167,-157.9167
HIO,Portland Hillsboro,US,United States Of America,45.5381,-122.9475
HKA,Blytheville Municipal Apt,US,United States Of America,35.9361,-89.9167
HKB,Healy Lake,US,United States Of America,63.8675,-148.9703
HKS,Jackson Hawkins Field,US,United States Of America,32.3364,-90.2239
HKY,Hickory Regional,US,United States Of America,35.7333,-81.3833
HLB,Batesville,US,United States Of America,39.3,-85.2167
HLC,Hill City Municipal,US,United States Of America,39.3667,-99.85
HLG,Wheeling Ohio County,US,United States Of America,40.1833,-80.65
HLI,Hollister Municipal,US,United States Of America,36.85,-121.4
HLM,Holland Park Township,US,United States Of America,42.7833,-86.1167
HLN,Helena,US,United States Of America,46.6069,-111.9828
HLR,Killeen/Fort Hood Hood Aaf,US,United States Of America,31.0833,-97.6833
HMN,Alamogordo Holloman Afb,US,United States Of America,32.9,-105.95
HMT,Hemet Ryan,US,United States Of America,33.75,-116.9667
HNB,Huntingburg,US,United States Of America,38.3,-86.95
HNC,Hatteras Billy Mitchell,US,United States Of America,35.2328,-75.6183
HNE,Tahneta Pass,US,United States Of America,61.8833,-147.3333
HNH,Hoonah,US,United States Of America,58.0958,-135.4128
HNL,Honolulu,US,United States Of America,21.3278,-157.9222
HNM,Hana Municipal,US,United States Of America,20.7956,-156.0144
HNS,Haines,US,United States Of America,59.2439,-135.5236
HNX,Hanna,US,United States Of America,41.8667,-106.5667
HOL,Holikachuk,US,United States Of America,62.9,-159.5167
HOM,Homer,US,United States Of America,59.6456,-151.4767
HON,Huron Regional,US,United States Of America,44.3853,-98.2286
HOP,Hopkinsville Campbell Army Air Field,US,United States Of America,36.6686,-87.4964
HOT,Hot Springs Memorial,US,United States Of America,34.4781,-93.0961
HOU,Houston William P. Hobby Apt,US,United States Of America,29.6456,-95.2789
HPB,Hooper Bay,US,United States Of America,61.5239,-166.1467
HPN,Westchester County,US,United States Of America,41.0669,-73.7075
HPT,Hampton Municipal,US,United States Of America,42.75,-93.2
HPV,Hanalei Princeville,US,United States Of America,22.2125,-159.4467
HPY,Baytown Humphrey,US,United States Of America,29.7333,-94.9667
HQM,Hoquiam/Aberdeen Bowerman,US,United States Of America,46.9667,-123.9333
HRL,Harlingen,US,United States Of America,26.2286,-97.6544
HRO,Harrison Municipal,US,United States Of America,36.2614,-93.1547
HSB,Harrisburg Raleigh,US,United States Of America,37.7333,-88.55
HSH,Las Vegas Henderson Executive Apt,US,United States Of America,35.9683,-115.1192
HSI,Hastings Municipal,US,United States Of America,40.6,-98.4333
HSL,Huslia,US,United States Of America,65.6978,-156.3514
HSP,Hot Springs Ingalls Field,US,United States Of America,37.9522,-79.8331
HST,Homestead Arb,US,United States Of America,25.4833,-80.4833
HSV,Huntsville,US,United States Of America,34.6372,-86.775
HTH,Hawthorne Industrial,US,United States Of America,38.55,-118.6333
HTL,Houghton Lake Roscommon County,US,United States Of America,44.3664,-84.675
HTO,East Hampton,US,United States Of America,40.9592,-72.2511
HTS,Huntington,US,United States Of America,38.3683,-82.5592
HTV,Huntsville Bruce Brothers Rgnl,US,United States Of America,30.75,-95.5833
HTW,Chesapeake Lawrence Co. Airpark,US,United States Of America,38.4167,-82.4861
HUA,Huntsville Redstone Aaf,US,United States Of America,34.65,-86.7833
HUD,Humboldt Municipal,US,United States Of America,42.7333,-94.2167
HUF,Terre Haute International (Hulman Field,US,United States Of America,39.45,-87.3
HUJ,Hugo Stan Stamper Municipal,US,United States Of America,34.0167,-95.5167
HUL,Houlton International,US,United States Of America,46.1333,-67.8
HUM,Houma Terrebonne,US,United States Of America,29.5833,-90.6667
HUS,Hughes,US,United States Of America,66.0431,-154.2611
HUT,Hutchinson Municipal,US,United States Of America,38.0667,-97.8667
HVE,Hanksville,US,United States Of America,38.4167,-110.7
HVN,New Haven,US,United States Of America,41.2639,-72.8869
HVR,Havre City-County,US,United States Of America,48.5442,-109.7592
HVS,Hartsville Regional,US,United States Of America,34.4,-80.1167
HWD,Hayward Executive,US,United States Of America,37.6592,-122.1228
HWI,Hawk Inlet Seaplane Base,US,United States Of America,58.1167,-134.7333
HWO,Hollywood North Perry,US,United States Of America,26.0022,-80.2433
JAJ,Atlanta Perimeter Mall H/P,US,United States Of America,33.6333,-84.4333
JAN,Jackson-Evers,US,United States Of America,32.3111,-90.0758
JAO,Atlanta Beaver Ruin H/P,US,United States Of America,34.0,-84.15
JAS,Jasper County-Bell Fld,US,United States Of America,30.9167,-94.0167
JAX,Jacksonville Florida (US),US,United States Of America,30.4942,-81.6878
JBC,Boston City H/P,US,United States Of America,42.35,-71.05
JBP,Los Angeles Commerce Bus. Park H/P,US,United States Of America,33.9867,-118.1597
JBR,Jonesboro Municipal,US,United States Of America,35.8331,-90.6494
JBT,Bethel Sea Plane Base,US,United States Of America,60.7889,-161.8333
JCC,San Francisco China Basin H/P,US,United States Of America,37.6167,-122.3667
JCE,Oakland Convention Center H/P,US,United States Of America,37.7333,-122.2
JCI,Kansas City New Century Aircenter Apt,US,United States Of America,38.8481,-94.7378
JCT,Junction Kimble County,US,United States Of America,30.4833,-99.7667
JCX,Los Angeles Citicorp Plaza H/P,US,United States Of America,34.05,-118.2667
JCY,Johnson City Lbj Ranch,US,United States Of America,32.3333,-97.3333
JDA,John Day Grant County Regional,US,United States Of America,44.4167,-118.95
JDB,Dallas Cbd Vertiport,US,United States Of America,32.7667,-97.3167
JDM,Miami Downtown H/P,US,United States Of America,25.8028,-80.2861
JDN,Jordan,US,United States Of America,47.3167,-106.9167
JDT,Minneapolis Downtown H/P,US,United States Of America,44.9028,-93.2167
JDX,Houston First City Heliport,US,United States Of America,29.7667,-95.3333
JDY,Downey Heliport,US,United States Of America,33.9564,-118.1206
JEC,Jersey City Offline Point Jersey City O,US,United States Of America,40.7483,-74.0631
JEF,Jefferson City Memorial,US,United States Of America,38.6,-92.15
JEM,Emeryville Heliport,US,United States Of America,37.95,-122.3361
JFK,New York J F Kennedy,US,United States Of America,40.6397,-73.7789
JFN,Ashtabula Northeast Ohio Regional,US,United States Of America,41.7333,-80.7667
JGC,Grand Canyon H/P,US,United States Of America,35.975,-112.1403
JGL,Atlanta Galleria Heliport,US,United States Of America,33.6361,-84.4333
JGP,Houston Greenway Plaza H/P,US,United States Of America,29.7333,-95.4333
JGQ,Houston Transco Tower Heliport,US,United States Of America,29.7667,-95.4667
JGX,Glendale Heliport,US,United States Of America,34.1333,-118.2667
JHC,Garden City Heliport,US,United States Of America,40.7444,-73.6083
JHM,Kapalua,US,United States Of America,20.9631,-156.6731
JHW,Jamestown Chautauqua County,US,United States Of America,42.1522,-79.2594
JHY,Cambridge Hyatt Regency Heliport,US,United States Of America,42.3667,-71.1028
JID,Los Angeles City Of Industry H/P,US,United States Of America,34.0272,-117.9583
JKV,Jacksonville Cherokee County,US,United States Of America,31.9667,-95.2833
JLA,Cooper Landing Quartz Creek,US,United States Of America,60.4833,-149.85
JLB,Long Beach H/P,US,United States Of America,33.8194,-118.1528
JLH,Arlington Us Army Heliport (Jlh),US,United States Of America,42.0833,-87.9833
JLX,Los Angeles Union Stn Annex H/P,US,United States Of America,33.95,-118.4
JMC,Sausalito Commodore Center H/P,US,United States Of America,37.85,-122.5194
JMD,Dallas/Fort Worth Market Center H/P,US,United States Of America,32.9056,-97.0333
JMH,Schaumburg Marriott Heliport,US,United States Of America,42.0333,-88.0833
JMN,Mankato Municipal H/P,US,United States Of America,44.2167,-93.9167
JNP,Newport Beach Heliport,US,United States Of America,33.6,-117.8833
JNU,Juneau,US,United States Of America,58.355,-134.5764
JOC,Santa Ana Centerport Heliport,US,United States Of America,33.6694,-117.8694
JOR,Orange The City Heliport,US,United States Of America,33.7917,-117.875
JOT,Joliet Regional,US,United States Of America,41.5333,-88.0833
JPD,Pasadena Heliport,US,United States Of America,34.1333,-118.1333
JPN,Washington Pentagon Ahp,US,United States Of America,38.85,-77.0333
JPT,Houston Park Ten H/P,US,United States Of America,29.7833,-95.65
JRA,New York West 30th Street H/P,US,United States Of America,40.7544,-74.0075
JRB,New York Downtown Manhattan H/P,US,United States Of America,40.7011,-74.0089
JRC,Rochester Municipal H/P,US,United States Of America,43.9194,-92.5028
JRD,Riverside Metro Center H/P,US,United States Of America,33.95,-117.45
JRE,New York East 60th Street H/P,US,United States Of America,40.8,-73.9667
JRF,Kapolei Kalaeloa,US,United States Of America,21.3072,-158.0703
JSD,Stratford United Aircraft,US,United States Of America,41.1833,-73.1333
JSG,San Rafael Heliport,US,United States Of America,37.9833,-122.5167
JSL,Atlantic City Steel Pier Heliport,US,United States Of America,39.3667,-74.4167
JSN,Los Angeles Sherman Oaks H/P,US,United States Of America,34.0,-119.0
JST,Johnstown John Murtha-Cambria Co,US,United States Of America,40.3161,-78.8339
JTO,Thousand Oaks Heliport,US,United States Of America,34.1833,-118.95
JUC,Los Angeles Universal City H/P,US,United States Of America,33.9331,-118.4
JUP,Upland Cable Heliport,US,United States Of America,34.1167,-117.6833
JVI,Manville Central Jersey Regional,US,United States Of America,40.5253,-74.5972
JVL,Janesville Southern Wisconsin Regional,US,United States Of America,42.6167,-89.0333
JWC,Los Angeles Warner Center Plaza H/P,US,United States Of America,33.9417,-118.4
JWH,Houston Westchase Heliport,US,United States Of America,29.7333,-95.55
JWL,Houston Woodlands H/P,US,United States Of America,29.6528,-95.2833
JXN,Jackson County,US,United States Of America,42.2594,-84.4617
KAE,Kake,US,United States Of America,56.9614,-133.9103
KAL,Kaltag,US,United States Of America,64.3181,-158.7431
KBC,Birch Creek,US,United States Of America,66.2722,-145.8189
KBE,Bell Island,US,United States Of America,55.9167,-131.5667
KBW,Chignik Bay Spb,US,United States Of America,56.2833,-158.3833
KCC,Coffman Cove Coffman Seaplane Base,US,United States Of America,56.0125,-132.8339
KCG,Chignik Apt,US,United States Of America,56.3106,-158.3747
KCL,Chignik Lagoon Apt,US,United States Of America,56.3119,-158.5314
KCN,Chernofski Harbor Chernofski Seaplane B,US,United States Of America,53.4167,-167.55
KCQ,Chignik Lake Apt,US,United States Of America,56.2556,-158.7794
KCR,Colorado Creek,US,United States Of America,63.15,-149.4333
KDK,Kodiak Municipal Apt,US,United States Of America,57.8,-152.3667
KEB,Nanwalek,US,United States Of America,59.3522,-151.925
KEH,Kenmore Air Harbor Spb,US,United States Of America,47.7556,-122.2594
KEK,Ekwok Municipal,US,United States Of America,59.3533,-157.4764
KFP,False Pass,US,United States Of America,54.8481,-163.4064
KGK,Koliganek,US,United States Of America,59.7272,-157.2617
KGX,Grayling,US,United States Of America,62.8978,-160.0672
KGZ,Glacier Creek,US,United States Of America,61.45,-142.4
KIB,Ivanof Bay Seaplane Base,US,United States Of America,55.9,-159.4833
KIC,King City Mesa Del Rey,US,United States Of America,36.2281,-121.1208
KIP,Wichita Falls Kickapoo Downtown Apt,US,United States Of America,33.8603,-98.4906
KKA,Koyuk Alfred Adams,US,United States Of America,64.9389,-161.1553
KKB,Kitoi Bay,US,United States Of America,58.1906,-152.3678
KKF,Kagvik Creek,US,United States Of America,67.6,-163.5
KKH,Kongiganak,US,United States Of America,59.9603,-162.8814
KKI,Akiachak,US,United States Of America,60.9053,-161.4239
KKK,Kalakaket Creek Air Station,US,United States Of America,64.4169,-156.8217
KKL,Karluk Lake Seaplane Base,US,United States Of America,57.3667,-154.0167
KKT,Kentland Municipal,US,United States Of America,40.7667,-87.45
